EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
   83,100321,KOTLAS                                  ,RU,+61:13:59,+046:43:00,  56, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   83,922887,KOTLAS                                  ,RU,+61:13:59,+046:43:00,  56, TG5,19820113,20180527,    -,Synoptical message from GTS
   84,100325,KRASNOUFIMSK                            ,RU,+56:39:00,+057:46:59, 205, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   85,100329,ST. PETERSBURG                          ,RU,+59:58:00,+030:18:00,   3, TG1,18810101,20131231,   15,Vyacheslav Razuvaev                               
   85,926063,ST.PETERSBURG                           ,RU,+59:58:00,+030:18:00,   6, TG5,19820113,20190430,    -,Synoptical message from GTS
   86,100333,MURMANSK                                ,RU,+68:58:00,+033:02:59,  57, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   86,922113,MURMANSK                                ,RU,+68:58:00,+033:02:58,  51, TG5,19820115,20190430,    -,Synoptical message from GTS
   87,100337,MOSCOW                                  ,RU,+55:49:59,+037:37:00, 156, TG1,19480601,20131231,   15,Vyacheslav Razuvaev                               
   87,927612,MOSKVA                                  ,RU,+55:49:59,+037:37:00, 156, TG5,19820113,20190430,    -,Synoptical message from GTS
   88,100341,NARJAN MAR                              ,RU,+67:37:59,+053:01:59,   5, TG1,19261114,20131231,   15,Vyacheslav Razuvaev                               
   89,100345,UFA                                     ,RU,+54:43:00,+055:49:59, 104, TG1,19000101,20131231,   15,Vyacheslav Razuvaev                               
   90,100349,ONEGA                                   ,RU,+63:54:00,+038:07:00,  13, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   91,100353,ORENBURG                                ,RU,+51:40:59,+055:06:00, 117, TG1,18860330,20131231,   15,Vyacheslav Razuvaev                               
   92,100357,PAVELETZ                                ,RU,+53:46:59,+039:15:00, 209, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   92,927823,PAVELETS                                ,RU,+53:46:59,+039:15:00, 209, TG5,19820117,20170404,    -,Synoptical message from GTS
   93,100361,PETROZAWODSK                            ,RU,+61:49:00,+034:16:00, 110, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   93,922820,PETROZAVODSK                            ,RU,+61:49:00,+034:16:00, 110, TG5,19820113,20190430,    -,Synoptical message from GTS
   94,100365,PECHORA                                 ,RU,+65:07:00,+057:06:00,  53, TG1,19430901,20131231,   15,Vyacheslav Razuvaev                               
   94,923418,PECHORA                                 ,RU,+65:06:59,+057:06:00,  59, TG5,19820113,20140701,    -,Synoptical message from GTS
   95,100369,PSKOV                                   ,RU,+57:49:00,+028:19:59,  43, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   95,926258,PSKOV                                   ,RU,+57:49:00,+028:25:00,  45, TG5,19820113,20190430,    -,Synoptical message from GTS
   96,100373,SARATOW                                 ,RU,+51:34:00,+046:01:59, 156, TG1,19360101,20131231,   15,Vyacheslav Razuvaev                               
   96,934172,SARATOV                                 ,RU,+51:34:00,+046:01:59, 156, TG5,19820113,20110227,    -,Synoptical message from GTS
   97,100377,SMOLENSK                                ,RU,+54:45:00,+032:04:00, 239, TG1,19440101,20131231,   15,Vyacheslav Razuvaev                               
   97,926781,SMOLENSK                                ,RU,+54:45:00,+032:04:00, 239, TG5,19820116,20190430,    -,Synoptical message from GTS
   98,100381,SORTAVALA                               ,RU,+61:43:00,+030:43:00,  17, TG1,19450101,20131231,   15,Vyacheslav Razuvaev                               
   98,922802,SORTAVALA                               ,RU,+61:43:00,+030:43:00,  19, TG5,19820113,20190430,    -,Synoptical message from GTS
   99,100385,SYKTYVKAR                               ,RU,+61:40:00,+050:52:00, 116, TG1,18880404,20131231,   15,Vyacheslav Razuvaev                               
  100,100389,TAMBOV                                  ,RU,+52:43:59,+041:28:00, 160, TG1,19360101,20130630,   15,Vyacheslav Razuvaev                               
  101,100393,TROICKO-PECHERSKOE                      ,RU,+62:42:00,+056:12:00, 135, TG1,18880201,20131231,   15,Vyacheslav Razuvaev                               
  101,923711,TROICKO-PECHERSKOE                      ,RU,+62:42:00,+056:12:00, 139, TG5,19820113,20180301,    -,Synoptical message from GTS
  102,100397,UST TZILMA                              ,RU,+65:25:59,+052:16:00,  78, TG1,18920101,20131231,   15,Vyacheslav Razuvaev                               
  102,113816,UST TZILMA                              ,RU,+65:25:59,+052:16:00,  78, TG1,18920101,20061231,   55,Olga Zolina                                       
  102,923405,UST -CIL MA                             ,RU,+65:25:59,+052:16:00,  68, TG5,19820113,20171030,    -,Synoptical message from GTS
  103,100401,VELIKIE LUKI                            ,RU,+56:21:00,+030:37:00,  97, TG1,18810101,20131231,   15,Vyacheslav Razuvaev                               
  103,926477,VELIKIE LUKI                            ,RU,+56:21:00,+030:37:00, 106, TG5,19820113,20190430,    -,Synoptical message from GTS
  104,100405,VYTEGRA                                 ,RU,+61:01:00,+036:27:00,  55, TG1,18810103,20131231,   15,Vyacheslav Razuvaev                               
  104,113796,VYTEGRA                                 ,RU,+61:01:00,+036:27:00,  55, TG1,18820301,20061231,   55,Olga Zolina                                       
  105,100409,VOLOGDA                                 ,RU,+59:19:00,+039:55:00, 125, TG1,19381101,20131231,   15,Vyacheslav Razuvaev                               
  105,927037,VOLOGDA                                 ,RU,+59:19:00,+039:55:00, 130, TG5,19820114,20120831,    -,Synoptical message from GTS
  106,100830,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:59,  11, TG5,19840102,20171231,   45,Claus Kern-Hansen                                 
  106,100835,HAMMER ODDE FYR-1                       ,DK,+55:18:00,+014:46:59,  11, TG5,19710101,19870623,   45,Claus Kern-Hansen                                 
  106,100836,SANDVIG                                 ,DK,+55:16:59,+014:46:59,  13, TG5,18740402,19121230,   45,Claus Kern-Hansen                                 
  106,906193,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:00,   9, TG5,19820113,20190430,    -,Synoptical message from GTS
  107,100831,VESTERVIG                               ,DK,+56:46:00,+008:19:00,  18, TG5,18740802,20171231,   45,Claus Kern-Hansen                                 
  107,906052,THYBOROEN                               ,DK,+56:42:00,+008:13:00,   4, TG5,19820113,20190430,    -,Synoptical message from GTS
  109,100832,NORDBY (FANO)                           ,DK,+55:27:00,+008:24:00,   4, TG5,18740502,20171231,   45,Claus Kern-Hansen                                 
  113,100833,TRANEBJERG                              ,DK,+55:51:00,+010:36:00,  11, TG5,18731231,20030809,   45,Claus Kern-Hansen                                 
  113,106711,TRANEBJERG OST-1                        ,DK,+55:49:59,+010:37:00,  18, TG5,20030821,20171231,   45,Claus Kern-Hansen                                 
  116,100834,KOEBENHAVN: LANDBOHOJSKOLEN-1           ,DK,+55:40:59,+012:31:59,   9, TG5,18740101,19970629,   45,Claus Kern-Hansen                                 
  116,100837,KOEBENHAVN: LANDBOHOJSKOLEN             ,DK,+55:40:59,+012:31:59,   9, TG5,19951201,20171231,   45,Claus Kern-Hansen                                 
  116,906180,KOEBENHAVNS LUFTHAVN                    ,DK,+55:37:00,+012:39:00,   5, TG5,19820116,20190430,    -,Synoptical message from GTS
  117,100830,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:59,  11, TG5,19840102,20171231,   45,Claus Kern-Hansen                                 
  117,100835,HAMMER ODDE FYR-1                       ,DK,+55:18:00,+014:46:59,  11, TG5,19710101,19870623,   45,Claus Kern-Hansen                                 
  117,100836,SANDVIG                                 ,DK,+55:16:59,+014:46:59,  13, TG5,18740402,19121230,   45,Claus Kern-Hansen                                 
  117,906193,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:00,   9, TG5,19820113,20190430,    -,Synoptical message from GTS
  118,100830,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:59,  11, TG5,19840102,20171231,   45,Claus Kern-Hansen                                 
  118,100835,HAMMER ODDE FYR-1                       ,DK,+55:18:00,+014:46:59,  11, TG5,19710101,19870623,   45,Claus Kern-Hansen                                 
  118,100836,SANDVIG                                 ,DK,+55:16:59,+014:46:59,  13, TG5,18740402,19121230,   45,Claus Kern-Hansen                                 
  118,906193,HAMMER ODDE FYR                         ,DK,+55:18:00,+014:46:00,   9, TG5,19820113,20190430,    -,Synoptical message from GTS
  119,100834,KOEBENHAVN: LANDBOHOJSKOLEN-1           ,DK,+55:40:59,+012:31:59,   9, TG5,18740101,19970629,   45,Claus Kern-Hansen                                 
  119,100837,KOEBENHAVN: LANDBOHOJSKOLEN             ,DK,+55:40:59,+012:31:59,   9, TG5,19951201,20171231,   45,Claus Kern-Hansen                                 
  119,906180,KOEBENHAVNS LUFTHAVN                    ,DK,+55:37:00,+012:39:00,   5, TG5,19820116,20190430,    -,Synoptical message from GTS
  120,100448,BIRR                                    ,IE,+53:05:25,-007:52:35,  70, TG5,19541001,20091101,   17,Conor Daly                                        
  120,116142,GURTEEN                                 ,IE,+53:01:48,-008:00:36,  76, TG5,20080210,20190418,   17,Conor Daly                                        
  120,903965,BIRR                                    ,IE,+53:04:59,-007:52:59,  70, TG5,19820114,20090930,    -,Synoptical message from GTS
  120,903966,GURTEEN                                 ,IE,+53:01:00,-008:00:00,  76, TG5,20100420,20190430,    -,Synoptical message from GTS
  121,100452,DUBLIN PHOENIX PARK                     ,IE,+53:21:50,-006:19:09,  49, TG5,18810101,20190421,   17,Conor Daly                                        
  121,107565,DUBLIN AIRPORT                          ,IE,+53:25:41,-006:14:27,  71, TG5,19411101,20190415,   17,Conor Daly                                        
  121,116150,DUBLIN PHOENIX PARK                     ,IE,+53:21:50,-006:19:09,  49, TG5,20060101,20130430,   17,Conor Daly                                        
  122,100456,MALIN HEAD                              ,IE,+55:22:18,-007:20:24,  21, TG5,19550501,20190421,   17,Conor Daly                                        
  122,116151,MALIN HEAD                              ,IE,+55:22:18,-007:20:24,  21, TG5,19930101,20100529,   17,Conor Daly                                        
  122,903980,MALIN HEAD                              ,IE,+55:22:00,-007:19:59,  21, TG5,19820113,20190430,    -,Synoptical message from GTS
  123,100460,VALENTIA OBSERVATORY                    ,IE,+51:56:22,-010:13:19,   9, TG5,19391001,20100529,   17,Conor Daly                                        
  123,903953,VALENTIA OBSERVATORY                    ,IE,+51:55:59,-010:15:00,  30, TG5,19820112,20190430,    -,Synoptical message from GTS
  124,100847,TEL AVIV SEDE DOV                       ,IL,+32:06:00,+034:46:59,   4, TG5,19710102,19941009,   18,Avner Furshpan                                    
  124,100848,TEL AVIV SEDE DOV-1                     ,IL,+32:06:00,+034:46:00,   4, TG5,19941122,20031231,   18,Avner Furshpan                                    
  124,100849,TEL AVIV READING                        ,IL,+32:06:00,+034:46:59,   3, TG5,19640102,19701231,   18,Avner Furshpan                                    
  124,940176,SDE-DOV                                 ,IL,+32:06:00,+034:46:59,   4, TG5,19860114,20170717,    -,Synoptical message from GTS
  126,100847,TEL AVIV SEDE DOV                       ,IL,+32:06:00,+034:46:59,   4, TG5,19710102,19941009,   18,Avner Furshpan                                    
  126,100848,TEL AVIV SEDE DOV-1                     ,IL,+32:06:00,+034:46:00,   4, TG5,19941122,20031231,   18,Avner Furshpan                                    
  126,100849,TEL AVIV READING                        ,IL,+32:06:00,+034:46:59,   3, TG5,19640102,19701231,   18,Avner Furshpan                                    
  126,940176,SDE-DOV                                 ,IL,+32:06:00,+034:46:59,   4, TG5,19860114,20170717,    -,Synoptical message from GTS
  128,100847,TEL AVIV SEDE DOV                       ,IL,+32:06:00,+034:46:59,   4, TG5,19710102,19941009,   18,Avner Furshpan                                    
  128,100848,TEL AVIV SEDE DOV-1                     ,IL,+32:06:00,+034:46:00,   4, TG5,19941122,20031231,   18,Avner Furshpan                                    
  128,100849,TEL AVIV READING                        ,IL,+32:06:00,+034:46:59,   3, TG5,19640102,19701231,   18,Avner Furshpan                                    
  128,940176,SDE-DOV                                 ,IL,+32:06:00,+034:46:59,   4, TG5,19860114,20170717,    -,Synoptical message from GTS
  130,100850,HAR KENAAN                              ,IL,+32:58:00,+035:30:00, 934, TG5,19390104,20041231,   18,Avner Furshpan                                    
  130,120636,HAR KENAAN                              ,IL,+32:58:00,+035:30:00, 934, TG5,20050101,20160831,   18,Avner Furshpan                                    
  130,940153,HAR-KNAAN                               ,IL,+32:58:00,+035:30:00, 934, TG5,19820116,20190430,    -,Synoptical message from GTS
  132,100851,JERUSALEM CENTRAL                       ,IL,+31:46:00,+035:13:00, 815, TG5,19500101,19960331,   18,Avner Furshpan                                    
  132,100852,JERUSALEM CENTRAL                       ,IL,+31:46:00,+035:13:00, 815, TG5,19960402,20041231,   18,Avner Furshpan                                    
  132,120633,JERUSALEM CENTRAL                       ,IL,+31:46:00,+035:13:00, 815, TG5,20050101,20160831,   18,Avner Furshpan                                    
  132,940183,JERUSALEM CENTRE                        ,IL,+31:46:00,+035:13:00, 815, TG5,20141011,20190430,    -,Synoptical message from GTS
  137,175517,BEER SHEVA-1                            ,IL,+31:13:59,+034:46:59, 270, TG5,19210422,19571031,   18,Avner Furshpan                                    
  137,175520,BEER SHEVA                              ,IL,+31:15:00,+034:48:59, 280, TG5,19571101,19991231,   18,Avner Furshpan                                    
  137,175523,BEER SHEVA                              ,IL,+31:15:00,+034:48:59, 280, TG5,20000101,20160831,   18,Avner Furshpan                                    
  137,940190,BEER SHEVA CITY                         ,IL,+31:15:00,+034:47:58, 280, TG5,20070917,20190430,    -,Synoptical message from GTS
  137,940191,BEER-SHEVA                              ,IL,+31:13:59,+034:46:59, 275, TG5,19820115,20170717,    -,Synoptical message from GTS
  138,175517,BEER SHEVA-1                            ,IL,+31:13:59,+034:46:59, 270, TG5,19210422,19571031,   18,Avner Furshpan                                    
  138,175520,BEER SHEVA                              ,IL,+31:15:00,+034:48:59, 280, TG5,19571101,19991231,   18,Avner Furshpan                                    
  138,175523,BEER SHEVA                              ,IL,+31:15:00,+034:48:59, 280, TG5,20000101,20160831,   18,Avner Furshpan                                    
  138,940190,BEER SHEVA CITY                         ,IL,+31:15:00,+034:47:58, 280, TG5,20070917,20190430,    -,Synoptical message from GTS
  138,940191,BEER-SHEVA                              ,IL,+31:13:59,+034:46:59, 275, TG5,19820115,20170717,    -,Synoptical message from GTS
  139,100853,NAHAL HAZERIM                           ,IL,+31:16:00,+034:43:00, 195, TG5,19670302,19770331,   18,Avner Furshpan                                    
  139,100854,NAHAL HAZERIM                           ,IL,+31:16:00,+034:43:00, 195, TG5,19770402,19980430,   18,Avner Furshpan                                    
  139,100855,NAHAL HAZERIM                           ,IL,+31:16:00,+034:43:00, 195, TG5,19980502,20031231,   18,Avner Furshpan                                    
  142,100856,ELAT                                    ,IL,+29:33:00,+034:57:00,  12, TG5,19640102,19970930,   18,Avner Furshpan                                    
  142,100857,ELAT-1                                  ,IL,+29:33:00,+034:57:00,  20, TG5,19491002,20041231,   18,Avner Furshpan                                    
  142,120642,ELAT-1                                  ,IL,+29:33:00,+034:57:00,  20, TG5,20050101,20160831,   18,Avner Furshpan                                    
  142,940199,EILAT                                   ,IL,+29:33:00,+034:57:00,  20, TG5,19820116,20190430,    -,Synoptical message from GTS
  143,100856,ELAT                                    ,IL,+29:33:00,+034:57:00,  12, TG5,19640102,19970930,   18,Avner Furshpan                                    
  143,100857,ELAT-1                                  ,IL,+29:33:00,+034:57:00,  20, TG5,19491002,20041231,   18,Avner Furshpan                                    
  143,120642,ELAT-1                                  ,IL,+29:33:00,+034:57:00,  20, TG5,20050101,20160831,   18,Avner Furshpan                                    
  143,940199,EILAT                                   ,IL,+29:33:00,+034:57:00,  20, TG5,19820116,20190430,    -,Synoptical message from GTS
  160,100513,DEN HELDER                              ,NL,+52:57:41,+004:44:49,   4, TG3,19060101,19720731,   19,Ge Verver                                         
  160,100517,DE KOOY                                 ,NL,+52:55:36,+004:46:51,   1, TG3,19060101,20190430,   19,Ge Verver                                         
  161,100517,DE KOOY                                 ,NL,+52:55:36,+004:46:51,   1, TG3,19060101,20190430,   19,Ge Verver                                         
  162,100521,DE BILT                                 ,NL,+52:05:56,+005:10:46,   2, TG3,19010101,20190430,   19,Ge Verver                                         
  163,100525,GRONINGEN                               ,NL,+53:13:00,+006:33:00,   2, TG3,19060301,19520131,   19,Ge Verver                                         
  163,100529,EELDE                                   ,NL,+53:07:24,+006:35:04,   5, TG3,19060301,20190430,   19,Ge Verver                                         
  164,100529,EELDE                                   ,NL,+53:07:24,+006:35:04,   5, TG3,19060301,20190430,   19,Ge Verver                                         
